DATABASE_ID,INDICATOR,REF_AREA,TIME_PERIOD,OBS_VALUE,FREQ,UNIT_MEASURE,UNIT_TYPE,UNIT_MULT,TIME_FORMAT,DECIMALS,OBS_STATUS,OBS_CONF,DATA_SOURCE,LATEST_DATA,COMMENT_OBS,COMMENT_TS,AGG_METHOD,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3
WB_WDI,SE.PRM.ENRR,SAU,2016,101.9273409654695,A,Percent,Value,6,P1Y,2,P,F,World Bank,True,,,,,,,,,
WB_WDI,SP.POP.TOTL,MEX,2015,561427090.8211441,A,Persons,Value,0,P1Y,2,,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2023,63244.648180696,A,USD,Value,3,P1Y,2,E,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, IDN ,2018,1054120123.3310417,A,Persons,Value,6,P1Y,2,A,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,NLD,2015,4948.408274806077,A,USD,Value,6,P1Y,2,A,,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,JPN,2017,83.07162138501455,A,Percent,Value,9,P1Y,2,E,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,NLD,2016,1060761441.5157706,A,Persons,Value,9,P1Y,2,,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CAN,2021,,A,USD,Value,9,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,NLD,2017,77.09925268686379,A,Percent,Value,9,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,AUS,2022,12089806739568.512,A,USD,Value,6,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,USA,2022,876923537.2476443,A,Persons,Value,0,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,JPN,2020,27.497037485249216,A,Percent,Value,6,P1Y,2,P,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,SP.POP.TOTL,USA,2021,204605183.50815856,A,Persons,Value,0,P1Y,2,,,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,AUS,2018,98.38290839456829,A,Percent,Value,3,P1Y,2,E,,World Bank,True,,,SUM,F,,,,,
WB_WDI,NY.GDP.PCAP.CD,MEX,2022,33264.04476190338,A,USD,Value,6,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,TUR,2018,34879.408260642434,A,USD,Value,3,P1Y,2,P,F,World Bank,True,,,AVG,M,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CHN ,2018,69.01132287830502,A,Percent,Value,0,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CAN,2018,1955415389179.2844,A,USD,Value,3,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,KOR,2023,,A,Percent,Value,9,P1Y,2,E,,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,TUR,2015,6805545268504.915,A,USD,Value,3,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD, GBR ,2016,8420641788016.628,A,USD,Value,3,P1Y,2,,F,World Bank,,,,,M,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CHE ,2015,23.039378931258014,A,Percent,Value,3,P1Y,2,,F,World Bank,False,Estimated value,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2023,77.84814199417525,A,Percent,Value,9,P1Y,2,P,,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CHN,2016,748942058.1531185,A,Persons,Value,0,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD, POL ,2019,45401.04039235547,A,USD,Value,3,P1Y,2,E,F,World Bank,False,,,AVG,F,,,,,
WB_WDI,SE.PRM.ENRR,SAU,2018,85.72078469203274,A,Percent,Value,9,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,GBR,2023,27.298771948108516,A,Percent,Value,3,P1Y,2,A,,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,CAN,2022,91.5952223242115,A,Percent,Value,3,P1Y,2,E,F,World Bank,False,,,SUM,M,,,,,
WB_WDI,SE.PRM.ENRR,SAU,2016,,A,Percent,Value,0,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,DEU,2018,42.07647409895314,A,Percent,Value,3,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,NLD,2018,36.20159766494925,A,Percent,Value,3,P1Y,2,A,F,World Bank,,,,,,,,,,
WB_WDI,SP.POP.TOTL,USA,2021,1306734663.4433408,A,Persons,Value,9,P1Y,2,P,,World Bank,False,,,,M,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2023,63.20334995437196,A,Percent,Value,6,P1Y,2,E,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,BRA,2020,79.97576296250202,A,Percent,Value,9,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SP.POP.TOTL, CHN ,2023,,A,Persons,Value,6,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,AUS,2016,102.96131456371508,A,Percent,Value,3,P1Y,2,P,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,SAU,2023,533641750.1009298,A,Persons,Value,3,P1Y,2,E,F,World Bank,False,Estimated value,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,MEX,2019,54.71305272731216,A,Percent,Value,6,P1Y,2,,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,MEX,2023,61284.29668237108,A,USD,Value,3,P1Y,2,,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,AUS,2022,1445213542.4825423,A,Persons,Value,0,P1Y,2,P,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,FRA,2018,31187.26086539772,A,USD,Value,0,P1Y,2,E,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CAN,2019,81374665.5294469,A,Persons,Value,6,P1Y,2,E,,World Bank,,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR, USA ,2018,,A,Percent,Value,6,P1Y,2,,,World Bank,,,,AVG,F,,,,,
WB_WDI,NY.GDP.PCAP.CD, CHN ,2017,73283.48262591098,A,USD,Value,0,P1Y,2,,,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,KOR,2018,83.1354694350383,A,Percent,Value,6,P1Y,2,,,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,USA,2023,9605482975077.52,A,USD,Value,3,P1Y,2,A,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,SE.PRM.ENRR,BRA,2023,95.09543575410243,A,Percent,Value,9,P1Y,2,P,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,AUS,2017,6940071248390.652,A,USD,Value,0,P1Y,2,,,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,ITA,2018,1384.8397452427398,A,USD,Value,3,P1Y,2,,,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CHN,2021,,A,Persons,Value,6,P1Y,2,,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,ITA,2020,796358191.7480267,A,Persons,Value,0,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2021,,A,Percent,Value,0,P1Y,2,,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,NY.GDP.MKTP.CD,NLD,2020,4663680586759.546,A,USD,Value,6,P1Y,2,P,,World Bank,True,Estimated value,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CHE,2015,53182.23137662957,A,USD,Value,3,P1Y,2,A,,World Bank,,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, FRA ,2017,61.012355216716195,A,Percent,Value,6,P1Y,2,E,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,JPN,2017,63700.92332922962,A,USD,Value,3,P1Y,2,P,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,NLD,2021,76926.27592990774,A,USD,Value,3,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,IDN,2022,61.923792869075605,A,Percent,Value,9,P1Y,2,A,,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,IND,2020,87.69900755535531,A,Percent,Value,3,P1Y,2,A,,World Bank,,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, JPN ,2018,39.1127722453527,A,Percent,Value,6,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,USA,2016,62512.489968268375,A,USD,Value,6,P1Y,2,A,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,ESP,2018,186300506.99346504,A,Persons,Value,9,P1Y,2,A,,World Bank,True,,,,F,,,,,
WB_WDI,SP.POP.TOTL, TUR ,2021,299437790.2599993,A,Persons,Value,9,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,SAU,2015,687406713.1487875,A,Persons,Value,6,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD, ESP ,2021,56960.17571643446,A,USD,Value,6,P1Y,2,P,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,GBR,2019,40.250453525293125,A,Percent,Value,0,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, POL ,2018,827151205.9893769,A,Persons,Value,6,P1Y,2,,,World Bank,False,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,FRA,2017,4224164586761.1274,A,USD,Value,3,P1Y,2,E,F,World Bank,,,,,F,,,,,
WB_WDI,NY.GDP.PCAP.CD, ESP ,2020,56557.70632884715,A,USD,Value,6,P1Y,2,P,,World Bank,,,,SUM,F,,,,,
WB_WDI,NY.GDP.MKTP.CD,ITA,2023,9931162610305.082,A,USD,Value,9,P1Y,2,A,,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,KOR,2019,604699021.1781877,A,Persons,Value,6,P1Y,2,E,F,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,SAU,2021,,A,USD,Value,3,P1Y,2,,,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR, NLD ,2023,98.97828407455242,A,Percent,Value,9,P1Y,2,E,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,USA,2020,18144388444715.414,A,USD,Value,6,P1Y,2,A,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,IND,2023,451854298.9465348,A,Persons,Value,3,P1Y,2,,,World Bank,True,,,SUM,M,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, MEX ,2017,29.19970035202327,A,Percent,Value,3,P1Y,2,P,,World Bank,True,Estimated value,,,,,,,,
WB_WDI,SP.POP.TOTL,ITA,2023,1100293032.0905046,A,Persons,Value,9,P1Y,2,P,,World Bank,True,Estimated value,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,CAN,2018,93.1405333216832,A,Percent,Value,0,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,SE.PRM.ENRR, DEU ,2021,86.84554635150921,A,Percent,Value,3,P1Y,2,P,,World Bank,True,,,,F,,,,,
WB_WDI,SP.POP.TOTL,IND,2021,73685925.96774523,A,Persons,Value,9,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,BRA,2015,4732562982966.088,A,USD,Value,3,P1Y,2,,F,World Bank,,Estimated value,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, JPN ,2021,43768966.45397151,A,Persons,Value,9,P1Y,2,E,F,World Bank,,,,SUM,M,,,,,
WB_WDI,SP.POP.TOTL, JPN ,2017,641045800.2701781,A,Persons,Value,0,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,MEX,2023,288249268.1331059,A,Persons,Value,0,P1Y,2,P,F,World Bank,True,,,,,,,,,
WB_WDI,SE.PRM.ENRR,JPN,2023,102.30006668885193,A,Percent,Value,0,P1Y,2,,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,FRA,2021,16184105940906.77,A,USD,Value,6,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,ITA,2017,79.43727044678165,A,Percent,Value,9,P1Y,2,,,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHN,2015,75.18740799396546,A,Percent,Value,9,P1Y,2,A,F,World Bank,False,,,,M,,,,,
WB_WDI,NY.GDP.PCAP.CD, DEU ,2021,74892.3734221073,A,USD,Value,9,P1Y,2,A,,World Bank,,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR, MEX ,2022,93.62601843007825,A,Percent,Value,0,P1Y,2,A,F,World Bank,False,,,SUM,F,,,,,
WB_WDI,SP.POP.TOTL,FRA,2017,1316876663.570502,A,Persons,Value,9,P1Y,2,A,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD, USA ,2019,59742.98171258002,A,USD,Value,6,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL, CHN ,2019,48007326.3889414,A,Persons,Value,0,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,NLD,2022,86.72792546234669,A,Percent,Value,0,P1Y,2,A,F,World Bank,False,,,,F,,,,,
WB_WDI,SP.POP.TOTL, IDN ,2021,,A,Persons,Value,9,P1Y,2,,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,IDN,2020,13931427497388.203,A,USD,Value,0,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,USA,2018,78439.44762454515,A,USD,Value,6,P1Y,2,P,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CAN,2022,26.277142002199486,A,Percent,Value,3,P1Y,2,A,,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CHE,2023,559896726.0981681,A,Persons,Value,0,P1Y,2,A,,World Bank,True,,,AVG,F,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,TUR,2016,52.35341931829618,A,Percent,Value,3,P1Y,2,A,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CAN,2021,94.08003322256762,A,Percent,Value,6,P1Y,2,P,,World Bank,True,,,SUM,M,,,,,
WB_WDI,SP.POP.TOTL,IND,2017,602844426.8502339,A,Persons,Value,9,P1Y,2,A,F,World Bank,,Estimated value,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHN,2020,76.86338530339049,A,Percent,Value,6,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CAN,2020,5951371438720.347,A,USD,Value,0,P1Y,2,E,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD, ESP ,2022,65399.983429106214,A,USD,Value,0,P1Y,2,A,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,TUR,2017,67.90079030472023,A,Percent,Value,6,P1Y,2,A,F,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, IDN ,2019,55.24132503230444,A,Percent,Value,0,P1Y,2,,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2016,73.12521511931598,A,Percent,Value,0,P1Y,2,P,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD, POL ,2017,12438.839417103774,A,USD,Value,6,P1Y,2,,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,USA,2022,9090.607166606784,A,USD,Value,0,P1Y,2,P,,World Bank,,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, POL ,2018,,A,Persons,Value,0,P1Y,2,,,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CHN ,2021,22.44382460306047,A,Percent,Value,0,P1Y,2,P,F,World Bank,False,,,,,,,,,
WB_WDI,SE.PRM.ENRR,POL,2022,97.75407824386568,A,Percent,Value,3,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,AUS,2017,1409058862.4480705,A,Persons,Value,3,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,POL,2015,58.07429709756518,A,Percent,Value,6,P1Y,2,A,,World Bank,True,,,,,,,,,
WB_WDI,SE.PRM.ENRR,GBR,2017,,A,Percent,Value,3,P1Y,2,P,,World Bank,True,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,JPN,2015,5526601753366.179,A,USD,Value,6,P1Y,2,A,F,World Bank,False,,,,M,,,,,
WB_WDI,SE.PRM.ENRR,BRA,2019,103.53495227404021,A,Percent,Value,9,P1Y,2,,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,KOR,2018,,A,Persons,Value,9,P1Y,2,,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,SP.POP.TOTL,NLD,2023,1256354043.3982272,A,Persons,Value,3,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD, BRA ,2015,22247.739075713638,A,USD,Value,6,P1Y,2,P,F,World Bank,,Estimated value,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,ESP,2022,38475.422080399876,A,USD,Value,6,P1Y,2,A,F,World Bank,False,,,,M,,,,,
WB_WDI,NY.GDP.PCAP.CD, JPN ,2018,3805.089821533452,A,USD,Value,3,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,ESP,2017,770251961.8022256,A,Persons,Value,3,P1Y,2,,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,FRA,2022,49.24724122824578,A,Percent,Value,3,P1Y,2,E,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,GBR,2022,21.57425734499132,A,Percent,Value,3,P1Y,2,,,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,TUR,2023,45805.48862907283,A,USD,Value,6,P1Y,2,A,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD, MEX ,2017,19172468420904.484,A,USD,Value,3,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, ITA ,2015,,A,Percent,Value,3,P1Y,2,E,,World Bank,,,,,F,,,,,
WB_WDI,NY.GDP.PCAP.CD,GBR,2018,78857.28086435724,A,USD,Value,3,P1Y,2,A,,World Bank,,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, JPN ,2015,1236909688.2427962,A,Persons,Value,0,P1Y,2,P,F,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,IND,2018,63.43652543389976,A,Percent,Value,3,P1Y,2,E,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,GBR,2020,125218399.71498924,A,Persons,Value,3,P1Y,2,E,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CAN ,2017,51.672342296264915,A,Percent,Value,6,P1Y,2,E,,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,CAN,2020,94.73813099199958,A,Percent,Value,9,P1Y,2,P,F,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR,CHE,2022,81.55458670839148,A,Percent,Value,3,P1Y,2,P,F,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR,NLD,2022,104.54609590412153,A,Percent,Value,6,P1Y,2,,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,BRA,2017,19106899300117.99,A,USD,Value,3,P1Y,2,P,F,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CHN,2019,13808928660971.195,A,USD,Value,6,P1Y,2,P,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, FRA ,2016,,A,Percent,Value,3,P1Y,2,,,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, USA ,2023,1207996953.1207366,A,Persons,Value,6,P1Y,2,E,,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,MEX,2023,,A,Percent,Value,9,P1Y,2,,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD, SAU ,2020,54598.42572166227,A,USD,Value,9,P1Y,2,,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,NLD,2020,70418210.00488082,A,Persons,Value,3,P1Y,2,A,,World Bank,,,,,M,,,,,
WB_WDI,NY.GDP.MKTP.CD, FRA ,2016,9008391839426.557,A,USD,Value,0,P1Y,2,P,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,SE.PRM.ENRR, ITA ,2021,96.86059951429593,A,Percent,Value,6,P1Y,2,E,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,POL,2019,8898840728393.49,A,USD,Value,6,P1Y,2,E,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,CHE,2022,,A,Persons,Value,0,P1Y,2,A,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CHE,2022,269309630.5066618,A,Persons,Value,6,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,KOR,2016,45.793726096206655,A,Percent,Value,3,P1Y,2,A,F,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,KOR,2023,8052.332774391116,A,USD,Value,9,P1Y,2,E,,World Bank,True,,,,,,,,,
WB_WDI,SP.POP.TOTL,USA,2015,798546860.832511,A,Persons,Value,3,P1Y,2,A,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD, SAU ,2015,10036139793220.459,A,USD,Value,9,P1Y,2,P,F,World Bank,True,,,SUM,M,,,,,
WB_WDI,SE.PRM.ENRR,BRA,2022,92.9308260123825,A,Percent,Value,9,P1Y,2,,,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR,SAU,2015,92.30060081653662,A,Percent,Value,9,P1Y,2,A,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CAN,2015,79099.47626046554,A,USD,Value,6,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, IND ,2018,918700638.5597485,A,Persons,Value,6,P1Y,2,P,,World Bank,True,,,,F,,,,,
WB_WDI,SE.PRM.ENRR, KOR ,2015,97.18994568625847,A,Percent,Value,9,P1Y,2,P,,World Bank,,,,,F,,,,,
WB_WDI,NY.GDP.MKTP.CD, CHE ,2021,9807686093646.648,A,USD,Value,3,P1Y,2,,,World Bank,False,Estimated value,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,DEU,2017,34.11984436567584,A,Percent,Value,0,P1Y,2,,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2021,56979.503525718035,A,USD,Value,9,P1Y,2,A,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,JPN,2019,17965969071313.887,A,USD,Value,9,P1Y,2,,,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,FRA,2016,101.23640888325272,A,Percent,Value,9,P1Y,2,E,,World Bank,False,Estimated value,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,POL,2017,1699254843768.2761,A,USD,Value,9,P1Y,2,A,,World Bank,False,,,,F,,,,,
WB_WDI,NY.GDP.MKTP.CD,DEU,2015,2821747906736.672,A,USD,Value,0,P1Y,2,,,World Bank,False,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,ITA,2016,86.6059277144121,A,Percent,Value,6,P1Y,2,P,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,MEX,2017,10891371366493.656,A,USD,Value,0,P1Y,2,A,,World Bank,True,,,,M,,,,,
WB_WDI,NY.GDP.MKTP.CD,ESP,2019,3653246074104.2993,A,USD,Value,3,P1Y,2,,,World Bank,,,,,M,,,,,
WB_WDI,NY.GDP.MKTP.CD,BRA,2017,17502310420484.145,A,USD,Value,0,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,IDN,2018,83.06719580230946,A,Percent,Value,9,P1Y,2,P,,World Bank,False,,,,,,,,,
WB_WDI,SE.PRM.ENRR, KOR ,2022,,A,Percent,Value,9,P1Y,2,,F,World Bank,,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,MEX,2018,54487297.053318545,A,Persons,Value,0,P1Y,2,,F,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD, CAN ,2021,43801.53873228692,A,USD,Value,3,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SP.POP.TOTL,CAN,2019,1181444424.736355,A,Persons,Value,0,P1Y,2,E,F,World Bank,,,,,,,,,,
WB_WDI,SP.POP.TOTL, AUS ,2017,122771751.40915704,A,Persons,Value,6,P1Y,2,E,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,ITA,2019,,A,Persons,Value,3,P1Y,2,,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,BRA,2018,,A,Persons,Value,0,P1Y,2,E,F,World Bank,,,,SUM,M,,,,,
WB_WDI,SP.POP.TOTL, CAN ,2018,428653253.68654937,A,Persons,Value,9,P1Y,2,A,,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR, FRA ,2023,91.96255002729575,A,Percent,Value,9,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,AUS,2015,2782.6256565670346,A,USD,Value,0,P1Y,2,A,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,TUR,2022,495312297.7085506,A,Persons,Value,9,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, POL ,2019,,A,Persons,Value,0,P1Y,2,A,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,GBR,2017,1455258945.9312625,A,Persons,Value,9,P1Y,2,E,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD, SAU ,2022,19878.392818412525,A,USD,Value,3,P1Y,2,A,F,World Bank,False,,,,,,,,,
