hs_code,country,buyer_name,product_desc,city,source
853649,BD,M/S MAA ENTERPRISE,"Home Appliances, Electrical & Electronic Components",Dhaka,KOTRA_SNS_2025
841330,PK,wz trading llc,Automotive Parts,Karachi,KOTRA_SNS_2025
220210,LK,SOORYA RICE & RICE FLOUR PROCESSING PVT LTD,"Food, Beverage & Agriculture",Polonnaruwa,KOTRA_SNS_2025
950691,IN,PIONEER ADVENTURE SPORTS,"Sports, Toys & Hobbies",Alibag,KOTRA_SNS_2025
420330,PK,Young Poets Society,Fashion,Karachi,KOTRA_SNS_2025
300490,PK,King enterprises,Medicine & Medical Supplies,Mingora,KOTRA_SNS_2025
382200,IN,"NoT yeT woRkiNg !! iM stiLl stUdYinG !!hehe, im still youth",Medical Equipment,Calicut,KOTRA_SNS_2025
391390,PK,Entire printing Gallery,beauty,Peshawar,KOTRA_SNS_2025
220210,PK,Rasheed sons,"Food, Beverage & Agriculture",Lahore,KOTRA_SNS_2025
950691,PK,Ryaf,"Sports, Toys & Hobbies",Faisalabad,KOTRA_SNS_2025
852359,PK,jo b ho,ICT,Takht bhai Mardan,KOTRA_SNS_2025
650610,PK,Coach International,Life & Health,Jhelum,KOTRA_SNS_2025
570321,PK,Own Business,Furniture & Home Decor,Karachi,KOTRA_SNS_2025
490600,PK,Bukhari Business Solutions,Service,Islamabad,KOTRA_SNS_2025
420330,IN,blackstar shoes,Fashion,Ludhiana,KOTRA_SNS_2025
570321,PK,Madina frame,Furniture & Home Decor,Karachi,KOTRA_SNS_2025
420330,IN,Sai Kala nikhar,Fashion,Ludhiana,KOTRA_SNS_2025
841330,JP,AUTO ZOO JAPAN LLC,Automotive Parts,Nagoya,KOTRA_SNS_2025
391390,PK,Afshi Traders Rwp,beauty,Rawalpindi,KOTRA_SNS_2025
853649,PK,FALCON CRAFT INTERNATIONAL,"Home Appliances, Electrical & Electronic Components",gujranwala,KOTRA_SNS_2025
847989,BD,SDC Overseas Technical Training & Testing Center.,Machinery & Heavy Equipment,Dhaka,KOTRA_SNS_2025
391390,PK,ABDULLAH GOLD COLLECTION,beauty,Peshawar,KOTRA_SNS_2025
490600,IN,JK International,Service,Sylhet,KOTRA_SNS_2025
391390,PK,PIA,beauty,Karachi,KOTRA_SNS_2025
391390,IN,BGE,beauty,Gandhinagar Gujarat,KOTRA_SNS_2025
853649,PK,Asif ZAHEER trading company,"Home Appliances, Electrical & Electronic Components",Lahore,KOTRA_SNS_2025
220210,PK,Mingles Food & Beverages,"Food, Beverage & Agriculture",Gujranwala,KOTRA_SNS_2025
650610,BD,YouTube,Life & Health,Sylhet,KOTRA_SNS_2025
851220,US,technico paints industry rathyan Jhelum Pakistan,Construction Equipment & Material,Jhelum,KOTRA_SNS_2025
382200,PK,Medocal Pharma private Limited,Medical Equipment,karachi,KOTRA_SNS_2025
391400,PK,Sam trading company,Basic Material,Lahore,KOTRA_SNS_2025
847989,PK,Gulshad hardware and cutting tools,Machinery & Heavy Equipment,Peshawar,KOTRA_SNS_2025
220210,PK,ayub and sons,"Food, Beverage & Agriculture",Chiniot,KOTRA_SNS_2025
950691,PK,Shabbir khan &Sons,"Sports, Toys & Hobbies",Lahore,KOTRA_SNS_2025
847989,PK,Bank Alfalah,Machinery & Heavy Equipment,Mardan,KOTRA_SNS_2025
420330,PK,Hoor Jewellery House,Fashion,Peshawar,KOTRA_SNS_2025
420330,PK,GREEN LINE BOUTIQUE SMC-PRIVATE LTD.,Fashion,"okara, pakistan",KOTRA_SNS_2025
220210,US,bakhtiar and sons,"Food, Beverage & Agriculture",peshawar,KOTRA_SNS_2025
950691,PK,Facebook,"Sports, Toys & Hobbies",Lahore,KOTRA_SNS_2025
854370,IN,indian Institute of science,Aerospace Parts,Bangalore,KOTRA_SNS_2025
220210,BD,khair group,"Food, Beverage & Agriculture",dhaka,KOTRA_SNS_2025
847989,PK,Unique air compressor. And MRK import and,Machinery & Heavy Equipment,Peshawar,KOTRA_SNS_2025
420330,BD,Prismatex,Fashion,dhaka,KOTRA_SNS_2025
391390,PK,octagon marketing,beauty,karachi,KOTRA_SNS_2025
220210,IN,CLDS Engineers,"Food, Beverage & Agriculture",SAHARANPUR,KOTRA_SNS_2025
220210,TZ,Mtwara Kuchele Industries,"Food, Beverage & Agriculture",Dar es Salaam,KOTRA_SNS_2025
420330,NG,Next Newspapers,Fashion,Lagos,KOTRA_SNS_2025
841330,GH,Carxtra Auto Electrionics,Automotive Parts,Accra,KOTRA_SNS_2025
570321,NG,Armstrong Multivision Investment Ltd,Furniture & Home Decor,Abuja,KOTRA_SNS_2025
847989,NG,Shamrock furniture and timber company,Machinery & Heavy Equipment,Ibadan,KOTRA_SNS_2025
853649,GH,shabusco777ventures,"Home Appliances, Electrical & Electronic Components",Accra,KOTRA_SNS_2025
382200,ET,HIA TRADING,Medical Equipment,Addis abeba,KOTRA_SNS_2025
391390,TZ,KADOSH KADOSH GROUP OF COMPANIES,beauty,Dar es Salaam,KOTRA_SNS_2025
220210,KE,tea Board of Kenya,"Food, Beverage & Agriculture",Nairobi,KOTRA_SNS_2025
382200,GH,Dkn medical supplies,Medical Equipment,Kumasi,KOTRA_SNS_2025
220210,NG,Elsah International Nig Ltd,"Food, Beverage & Agriculture",Kano,KOTRA_SNS_2025
853649,NG,Shine integrated services,"Home Appliances, Electrical & Electronic Components",Port Harcourt,KOTRA_SNS_2025
391390,AE,UNITED NATIONS,beauty,"Mombasa,lamu",KOTRA_SNS_2025
391390,TZ,Frontier Tanzania Limited,beauty,Moshi,KOTRA_SNS_2025
220210,NG,Jauri General Enterprises Ltd,"Food, Beverage & Agriculture",Gusau,KOTRA_SNS_2025
220210,NG,Incomparable Properties Limited,"Food, Beverage & Agriculture",Lagos,KOTRA_SNS_2025
570321,ET,DIBAYA four star plc.,Furniture & Home Decor,Addis Ababa,KOTRA_SNS_2025
852359,NG,Maylitec Systems LTD,ICT,Lagos,KOTRA_SNS_2025
851220,ET,"Addis Ababa, Ethiopia",Construction Equipment & Material,Addis Ababa,KOTRA_SNS_2025
490600,ET,Quarra pictures plc,Service,Addis Ababa,KOTRA_SNS_2025
853649,US,LARRY _SONIK GLOBAL RESOURCES LTD,"Home Appliances, Electrical & Electronic Components",lagos,KOTRA_SNS_2025
852359,US,Davidson Electrical Works,ICT,Accra,KOTRA_SNS_2025
420330,NG,Mewo interprise Nigeria,Fashion,Lagos,KOTRA_SNS_2025
841330,GB,Zabion investment Ltd.,Automotive Parts,London,KOTRA_SNS_2025
848420,US,miduku consult,Semiconductors & Displays,Accra,KOTRA_SNS_2025
382200,NG,global concept builders ltd,Medical Equipment,Abuja,KOTRA_SNS_2025
851220,ET,Hewan Tadesse import and export,Construction Equipment & Material,Addis Ababa,KOTRA_SNS_2025
650610,NG,Anicare cosmetics home,Life & Health,Lagos,KOTRA_SNS_2025
841330,GH,Fresh Boy Enterprise.,Automotive Parts,Kumasi,KOTRA_SNS_2025
391390,TZ,Dollar charms,beauty,Dar es Salaam,KOTRA_SNS_2025
391390,AT,Tile,beauty,Nigeria,KOTRA_SNS_2025
570321,ET,i have my own bussiness,Furniture & Home Decor,Addis Ababa,KOTRA_SNS_2025
851220,ET,Keya import,Construction Equipment & Material,Addis Ababa,KOTRA_SNS_2025
490600,GH,Orion Sirus Ltd,Service,Kumasi,KOTRA_SNS_2025
841330,NG,Carus Trade Commercial Limited,Automotive Parts,Lagos,KOTRA_SNS_2025
853649,NG,Tenda.,"Home Appliances, Electrical & Electronic Components",Lagos,KOTRA_SNS_2025
847989,GH,guarantee,Machinery & Heavy Equipment,Accra,KOTRA_SNS_2025
220210,ET,Valcor PLC,"Food, Beverage & Agriculture",Addis Ababa,KOTRA_SNS_2025
570321,NG,Kiftau Express Ltd,Furniture & Home Decor,Kano,KOTRA_SNS_2025
300490,NG,MAKWALLA health care services Ltd.,Medicine & Medical Supplies,ABUJA,KOTRA_SNS_2025
852359,NG,The Pretty Express,ICT,Abuja,KOTRA_SNS_2025
570321,CH,cy-plus global services,Furniture & Home Decor,asaba,KOTRA_SNS_2025
650610,BR,Plc,Life & Health,London,KOTRA_SNS_2025
391390,NG,Obiclassy,beauty,Lagos,KOTRA_SNS_2025
847989,KE,Top-Mart Traders Ltd,Machinery & Heavy Equipment,Mombasa,KOTRA_SNS_2025
841330,GH,Ever green motors,Automotive Parts,Accra,KOTRA_SNS_2025
382200,NG,Lerdele development company limited,Medical Equipment,"8,obafemi awolowo stadium road, okeado, Ibadan, Nigeriat",KOTRA_SNS_2025
851220,NG,Cribz Apartment Nigeria limited,Construction Equipment & Material,Port Harcourt,KOTRA_SNS_2025
851220,NG,VE-MORE CONCEPT LTD,Construction Equipment & Material,Abuja,KOTRA_SNS_2025
420330,KR,Udaranwa global services Nig,Fashion,Umuahia,KOTRA_SNS_2025
391390,ZA,Akusesari,beauty,Cape town,KOTRA_SNS_2025
853649,NG,saco ent,"Home Appliances, Electrical & Electronic Components",Lagos,KOTRA_SNS_2025
854140,CI,AVIS AFRIQUE,"Plant, Power & Equipment",Abidjan,KOTRA_SNS_2025
300490,GH,DenQuaye Medical Solutions,Medicine & Medical Supplies,Dansoman,KOTRA_SNS_2025
220210,US,Self Employed,"Food, Beverage & Agriculture",Accra,KOTRA_SNS_2025
854140,ET,Ethiopia,"Plant, Power & Equipment",Debre tabor,KOTRA_SNS_2025
950691,NG,NIGERIAN RURAL ELECTRIFICATION AGENCY,"Sports, Toys & Hobbies",Galadimawa,KOTRA_SNS_2025
847989,NG,Spitek global enterprise,Machinery & Heavy Equipment,Lagos,KOTRA_SNS_2025
841330,KR,FSUNDIK VENTURUES WIRE AND CABLE. OWNER OF STOP-END KABLE,Automotive Parts,Lagos,KOTRA_SNS_2025
853649,NG,Self Employed,"Home Appliances, Electrical & Electronic Components",Asaba,KOTRA_SNS_2025
300490,ET,Hara Solomon Degefu,Medicine & Medical Supplies,Addis Ababa,KOTRA_SNS_2025
853649,GH,SM MOBILE MART,"Home Appliances, Electrical & Electronic Components",Accra,KOTRA_SNS_2025
220210,ET,YONET TRADING PLC,"Food, Beverage & Agriculture",Addis Ababa,KOTRA_SNS_2025
220210,NG,Tijara global,"Food, Beverage & Agriculture","Kano state , Nigeria",KOTRA_SNS_2025
853649,GH,ALLIANCE IN MOTION GLOBAL,"Home Appliances, Electrical & Electronic Components",ACCRA,KOTRA_SNS_2025
851220,ET,Aticom Investment Group Plc,Construction Equipment & Material,Addis Ababa,KOTRA_SNS_2025
853649,NG,EQUITONI INTERNATIONAL LTD,"Home Appliances, Electrical & Electronic Components",Lagos,KOTRA_SNS_2025
841330,CL,MS Models Event Organizer & Model Agency,Automotive Parts,Huli District,KOTRA_SNS_2025
391390,GH,Gams Logistics,beauty,Accra,KOTRA_SNS_2025
853649,GH,SOLID steel limited,"Home Appliances, Electrical & Electronic Components",Ibadan,KOTRA_SNS_2025
852359,ET,Prescience Service Support PLC,ICT,Addis Ababa,KOTRA_SNS_2025
847989,NG,Emmylink,Machinery & Heavy Equipment,Lagos,KOTRA_SNS_2025
490600,NG,Sky Packing Material Trd: LLC,Service,Abuja,KOTRA_SNS_2025
851220,NG,Dangote Refinery & Petrochemical Company Nigeria,Construction Equipment & Material,Port Harcourt,KOTRA_SNS_2025
490600,ET,Hdk,Service,Addis Ababa,KOTRA_SNS_2025
853649,NG,Olix Wire Technology Ltd,"Home Appliances, Electrical & Electronic Components",Port Harcourt,KOTRA_SNS_2025
853649,NG,fullmoon hotels,"Home Appliances, Electrical & Electronic Components",Owerri,KOTRA_SNS_2025
851220,GH,Native Logistics Ltd,Construction Equipment & Material,Accra,KOTRA_SNS_2025
852359,US,Senan Group LLC,ICT,Baltimore,KOTRA_SNS_2025
853649,TZ,DICD,"Home Appliances, Electrical & Electronic Components",Dar es salaam,KOTRA_SNS_2025
220210,GH,Samwillio Enterprise,"Food, Beverage & Agriculture",Kumasi,KOTRA_SNS_2025
847989,NG,pyramid idea star global Nigeria limited,Machinery & Heavy Equipment,osogbo,KOTRA_SNS_2025
852359,NG,Teefam sub Enterprises,ICT,Abuja,KOTRA_SNS_2025
220210,ET,Elilta coffee export,"Food, Beverage & Agriculture",Addis Ababa,KOTRA_SNS_2025
420330,NG,Danja general training and steo,Fashion,Kano,KOTRA_SNS_2025
420330,NG,U MC NNAJI GLOBAL,Fashion,Aba,KOTRA_SNS_2025
851220,TZ,OUT LAW GROUP,Construction Equipment & Material,Dar es Salaam,KOTRA_SNS_2025
854140,NG,PPH Agreko,"Plant, Power & Equipment",Nyanya Abuja,KOTRA_SNS_2025
841330,NG,GIDEONITE TECHNOLOGIES,Automotive Parts,Abuja,KOTRA_SNS_2025
854140,KE,Super Automotive Tools,"Plant, Power & Equipment",Nairobi,KOTRA_SNS_2025
391400,TZ,"Dar es Salaam, Tanzania",Basic Material,Dar es Salaam,KOTRA_SNS_2025
854370,CA,Hawaii Clearing and Forwarding,Aerospace Parts,Toronto,KOTRA_SNS_2025
851220,ET,Zona  industrial  plc,Construction Equipment & Material,Addis  ababa  Ethiopia,KOTRA_SNS_2025
847989,NG,CEO Shapefield Ltd  Civil&building engineering construction company,Machinery & Heavy Equipment,Lagos,KOTRA_SNS_2025
391390,GB,Glamourghirls and Co Ltd,beauty,London,KOTRA_SNS_2025
220210,AL,FP Agency,"Food, Beverage & Agriculture",Bedford,KOTRA_SNS_2025
391390,GB,LONOVE UK LIMITED,beauty,London,KOTRA_SNS_2025
841330,GB,omega Pvt ltd,Automotive Parts,London,KOTRA_SNS_2025
391390,FR,Directbuy,beauty,Nancy,KOTRA_SNS_2025
382200,BG,ВИНКОМ,Medical Equipment,plovdiv,KOTRA_SNS_2025
420330,FR,Arnley,Fashion,L’hay les roses,KOTRA_SNS_2025
950691,GR,Dispan gp,"Sports, Toys & Hobbies",Athens,KOTRA_SNS_2025
841330,JP,I R B motors,Automotive Parts,tochiki,KOTRA_SNS_2025
854140,US,g34 internment,"Plant, Power & Equipment",Kaohsiung,KOTRA_SNS_2025
950691,HK,New nation investment limited,"Sports, Toys & Hobbies",Hong Kong,KOTRA_SNS_2025
420330,US,Pakching Ng,Fashion,NEW YORK,KOTRA_SNS_2025
391390,US,Blogger,beauty,Hong Kong,KOTRA_SNS_2025
841330,GM,GamTai Import & Export co. ltd Taiwan Branch,Automotive Parts,Taoyan,KOTRA_SNS_2025
853649,HK,ag express hk,"Home Appliances, Electrical & Electronic Components",Hong Kong,KOTRA_SNS_2025
841330,HK,FAB INTERNATIONAL AND TRADERS,Automotive Parts,sialkot,KOTRA_SNS_2025
847989,IN,Multimost india private limited,Machinery & Heavy Equipment,Ludhiana,KOTRA_SNS_2025
853649,HK,Nile International,"Home Appliances, Electrical & Electronic Components",Hongkong,KOTRA_SNS_2025
420330,AR,vertex,Fashion,bs as,KOTRA_SNS_2025
420330,US,Lopez & asoc.,Fashion,Buenos aires,KOTRA_SNS_2025
852359,AR,dbdb,ICT,sagh,KOTRA_SNS_2025
650610,US,masty,Life & Health,Buenos Aires,KOTRA_SNS_2025
570321,US,fox,Furniture & Home Decor,Aguilares,KOTRA_SNS_2025
